Cycle,Algo_Type,Element: 1,Element: 2,Element: 3,Element: 4,Element: 5,Element: 6,Element: 7,Element: 8,Element: 9,Cost,D_Index,
987,DYNAMIC,50,42,33,6,11,13,46,N/A,N/A,231,4,
988,NAIVE,42,38,26,7,14,23,33,N/A,N/A,232,4,
988,DYNAMIC,42,33,26,7,14,23,38,N/A,N/A,232,4,
989,NAIVE,38,37,10,2,12,22,N/A,N/A,N/A,109,3,
989,DYNAMIC,38,22,12,2,10,37,N/A,N/A,N/A,109,4,
990,NAIVE,49,36,32,10,1,6,18,36,43,327,5,
990,DYNAMIC,49,36,36,10,6,1,18,32,43,327,5,
991,NAIVE,46,41,33,13,5,13,41,45,N/A,332,4,
991,DYNAMIC,46,41,41,13,5,13,33,45,N/A,332,4,
992,NAIVE,49,41,25,22,9,14,39,48,N/A,361,4,
992,DYNAMIC,49,41,39,14,9,22,25,48,N/A,361,5,
993,NAIVE,49,38,36,12,5,36,38,N/A,N/A,271,4,
993,DYNAMIC,49,38,36,5,12,36,38,N/A,N/A,271,4,
994,NAIVE,50,31,19,9,18,25,N/A,N/A,N/A,157,3,
994,DYNAMIC,50,25,19,9,18,31,N/A,N/A,N/A,157,4,
995,NAIVE,45,32,16,15,2,13,15,23,34,294,5,
995,DYNAMIC,45,32,23,15,2,13,15,16,34,294,5,
996,NAIVE,40,38,30,15,4,9,25,29,36,364,5,
996,DYNAMIC,40,36,30,15,9,4,25,29,38,364,5,
997,NAIVE,45,38,35,26,6,21,34,45,N/A,386,4,
997,DYNAMIC,45,38,35,26,6,21,34,45,N/A,386,4,
998,NAIVE,49,44,40,32,18,32,49,N/A,N/A,387,4,
998,DYNAMIC,49,44,40,18,32,32,49,N/A,N/A,387,4,
999,NAIVE,45,44,36,14,41,42,N/A,N/A,N/A,282,3,
999,DYNAMIC,45,42,41,14,36,44,N/A,N/A,N/A,282,3,
